SAFETY_SCORE,YEAR,TOTAL_MILES_DONE,BATTERY_HEALTH,TYRE_PRESSURE,FUEL_LEVEL,OIL_LEVEL
51,2014,99783,AVERAGE,33,93,84
78,2016,57327,AVERAGE,31,12,78
50,2006,55031,GOOD,32,98,98
93,2011,99783,AVERAGE,33,0,98
50,2005,24987,GOOD,32,0,94
98,2012,8591,AVERAGE,33,0,64
95,2012,97137,GOOD,30,0,80
50,2013,5220,AVERAGE,31,0,98
93,2005,99783,AVERAGE,30,4,98
98,2005,96895,AVERAGE,34,29,98
50,2005,22323,GOOD,34,0,89
54,2020,54080,AVERAGE,30,85,39
62,2006,33340,GOOD,32,0,72
98,2005,97061,GOOD,33,98,98
71,2005,30059,GOOD,31,0,0
89,2005,54059,AVERAGE,31,0,98
63,2010,5220,AVERAGE,32,6,40
79,2009,5220,AVERAGE,30,0,22
78,2020,5220,AVERAGE,31,98,25
66,2020,99783,GOOD,31,96,57
87,2014,5220,AVERAGE,31,98,97
73,2005,87823,AVERAGE,31,25,11
98,2012,5220,AVERAGE,32,37,96
55,2005,31652,AVERAGE,30,27,47
61,2011,5220,AVERAGE,31,0,13
64,2013,92003,AVERAGE,30,8,77
74,2012,5220,GOOD,30,33,47
90,2007,85418,AVERAGE,34,98,98
59,2012,82315,GOOD,30,98,38
90,2005,33070,AVERAGE,33,0,98
89,2006,5220,AVERAGE,34,25,66
50,2006,5220,AVERAGE,33,32,51
72,2014,60198,AVERAGE,33,2,61
50,2013,26279,AVERAGE,34,96,24
50,2005,5220,AVERAGE,34,98,63
50,2010,31042,AVERAGE,33,98,30
89,2005,5220,AVERAGE,33,12,54
50,2005,99783,AVERAGE,31,65,95
91,2012,99783,AVERAGE,31,11,87
82,2020,98898,AVERAGE,30,98,89
98,2005,56548,AVERAGE,31,33,0
75,2005,68951,AVERAGE,31,0,98
85,2012,27857,GOOD,32,78,58
67,2006,99783,AVERAGE,30,97,14
70,2019,79336,AVERAGE,34,79,78
75,2005,62119,AVERAGE,33,0,98
50,2020,43094,GOOD,30,98,61
88,2005,16030,AVERAGE,31,0,86
77,2020,5220,AVERAGE,31,23,25
98,2009,5220,GOOD,33,84,93
98,2013,13669,GOOD,34,0,55
50,2014,38870,AVERAGE,33,27,26
70,2016,5220,GOOD,30,0,98
72,2005,46336,AVERAGE,33,52,69
62,2005,16731,AVERAGE,30,53,98
77,2007,30008,GOOD,33,0,30
91,2008,42080,AVERAGE,32,98,31
92,2014,39066,GOOD,31,49,83
64,2005,36607,AVERAGE,33,36,74
50,2013,5220,GOOD,32,65,45
80,2005,39938,GOOD,34,21,98
95,2012,26836,AVERAGE,30,0,56
67,2005,61454,AVERAGE,34,5,73
58,2014,5220,AVERAGE,30,43,98
50,2013,99783,AVERAGE,30,68,49
76,2012,5220,AVERAGE,31,98,0
87,2020,17299,GOOD,31,33,91
98,2017,99783,AVERAGE,30,16,98
50,2005,5220,AVERAGE,34,0,72
97,2013,30949,GOOD,33,0,98
80,2005,86496,AVERAGE,30,21,73
98,2017,81847,AVERAGE,32,8,53
66,2013,42498,GOOD,32,4,0
50,2012,7562,GOOD,31,98,98
68,2020,61667,AVERAGE,30,98,79
55,2020,20572,AVERAGE,33,15,72
98,2009,51065,AVERAGE,31,56,33
58,2009,5220,AVERAGE,33,54,98
50,2005,56840,AVERAGE,34,59,98
50,2013,27517,GOOD,32,98,21
58,2013,38743,AVERAGE,33,65,46
73,2005,10121,AVERAGE,32,98,44
50,2005,56186,AVERAGE,30,98,36
98,2005,15996,AVERAGE,33,0,98
70,2005,67157,AVERAGE,31,98,51
69,2013,5220,GOOD,30,54,21
72,2015,99783,AVERAGE,30,87,0
58,2013,59587,AVERAGE,30,0,98
98,2005,38693,AVERAGE,34,98,12
85,2005,9617,GOOD,30,18,15
63,2005,5220,AVERAGE,31,0,98
89,2006,76975,AVERAGE,34,72,84
98,2015,24792,AVERAGE,33,80,98
63,2016,82116,AVERAGE,33,83,81
50,2012,40851,AVERAGE,30,60,98
86,2005,54431,AVERAGE,34,49,98
89,2012,99783,AVERAGE,31,50,98
98,2005,61959,AVERAGE,30,59,98
50,2005,5220,AVERAGE,31,20,75
72,2013,77529,GOOD,30,15,4
56,2013,76260,AVERAGE,30,7,23
65,2013,15549,AVERAGE,31,0,79
62,2005,5220,AVERAGE,31,0,50
76,2008,5220,AVERAGE,34,0,72
84,2005,15202,AVERAGE,34,2,98
98,2005,17303,AVERAGE,31,0,98
50,2011,45496,AVERAGE,32,89,61
98,2005,61476,AVERAGE,34,7,98
62,2007,99783,GOOD,30,70,14
69,2020,48900,AVERAGE,30,0,98
55,2007,28551,AVERAGE,33,29,98
74,2016,99783,AVERAGE,32,1,10
50,2009,99783,AVERAGE,31,98,98
87,2005,27341,GOOD,34,64,98
53,2010,99783,AVERAGE,31,55,66
79,2005,5220,GOOD,31,48,0
50,2011,50708,AVERAGE,32,98,55
52,2009,26007,GOOD,31,98,79
50,2014,30351,GOOD,31,6,68
65,2005,5220,AVERAGE,32,5,67
94,2014,59812,AVERAGE,30,9,48
87,2012,5220,AVERAGE,30,7,30
50,2014,36869,AVERAGE,33,12,0
79,2020,5220,GOOD,30,12,19
80,2014,99783,AVERAGE,34,63,98
70,2012,5220,GOOD,33,98,48
80,2005,5220,AVERAGE,34,8,98
66,2017,45334,AVERAGE,34,0,22
52,2005,42865,AVERAGE,32,27,98
95,2014,24169,AVERAGE,33,0,98
85,2013,5220,AVERAGE,34,77,67
51,2010,73960,GOOD,33,31,98
94,2005,35056,GOOD,32,69,98
72,2007,5220,GOOD,32,4,98
81,2020,56972,AVERAGE,30,86,61
76,2014,5220,AVERAGE,31,0,98
56,2010,5887,AVERAGE,30,48,98
66,2008,61969,AVERAGE,31,2,93
51,2020,90024,AVERAGE,30,58,98
50,2009,42722,GOOD,34,71,53
50,2006,13383,AVERAGE,34,87,61
50,2005,49646,AVERAGE,30,0,79
50,2014,99783,AVERAGE,33,42,86
96,2005,5220,GOOD,31,57,98
69,2006,25409,AVERAGE,30,98,98
90,2012,99783,AVERAGE,30,12,0
68,2012,86935,GOOD,31,45,98
54,2013,5220,AVERAGE,34,98,93
76,2011,5220,GOOD,31,40,37
61,2005,99783,AVERAGE,31,0,98
91,2014,21949,AVERAGE,30,13,0
59,2020,5220,GOOD,30,65,73
59,2016,5220,GOOD,34,53,0
84,2005,32071,AVERAGE,33,0,0
74,2012,28420,AVERAGE,34,77,59
94,2005,5220,AVERAGE,32,98,39
77,2005,83140,AVERAGE,34,98,98
98,2005,89532,AVERAGE,30,11,23
67,2009,5220,AVERAGE,31,37,98
69,2012,5220,GOOD,32,39,73
54,2007,26022,AVERAGE,31,50,78
50,2009,55025,GOOD,32,0,35
98,2005,40090,AVERAGE,32,11,98
76,2009,76569,AVERAGE,30,0,76
70,2014,85804,AVERAGE,31,98,30
50,2009,26335,AVERAGE,31,44,42
89,2007,76308,GOOD,32,40,80
98,2005,20661,AVERAGE,34,0,80
50,2020,22028,GOOD,30,84,98
93,2005,24629,AVERAGE,34,47,98
89,2005,91935,AVERAGE,34,89,98
50,2005,61109,AVERAGE,34,52,41
50,2007,5220,GOOD,31,44,98
98,2016,65618,AVERAGE,30,27,84
81,2005,5220,GOOD,30,18,81
98,2013,28801,AVERAGE,32,85,58
59,2016,63718,GOOD,33,0,98
61,2014,28978,AVERAGE,30,76,98
50,2006,5220,AVERAGE,31,0,0
61,2014,82708,AVERAGE,32,20,98
58,2014,5220,AVERAGE,33,0,70
64,2005,5220,GOOD,32,38,98
78,2013,65631,GOOD,32,71,81
64,2006,5220,AVERAGE,34,0,98
50,2020,39855,GOOD,34,76,0
98,2005,68158,GOOD,33,95,0
65,2012,47029,AVERAGE,32,4,84
50,2011,73024,GOOD,33,14,98
90,2005,32294,AVERAGE,31,20,98
58,2013,99783,GOOD,32,40,0
87,2005,64629,AVERAGE,31,98,60
98,2005,83246,AVERAGE,31,94,31
58,2020,5220,GOOD,33,0,79
79,2006,47673,GOOD,33,34,0
51,2005,58853,AVERAGE,33,74,72
74,2006,31777,AVERAGE,31,9,0
63,2008,5220,AVERAGE,32,48,98
81,2009,5220,AVERAGE,30,9,43
66,2005,5220,GOOD,30,58,88
98,2009,5220,GOOD,30,0,24
96,2005,99783,AVERAGE,31,52,95
85,2016,5220,AVERAGE,31,92,67
98,2020,11067,GOOD,30,8,45
83,2020,61920,GOOD,34,22,69
74,2017,58350,AVERAGE,33,27,77
58,2012,8819,GOOD,30,51,98
88,2013,85355,GOOD,33,98,60
61,2005,43047,AVERAGE,30,0,98
87,2010,19569,AVERAGE,30,92,98
85,2020,48627,GOOD,30,0,77
65,2020,5220,AVERAGE,32,64,98
64,2005,82562,AVERAGE,30,46,33
50,2012,43194,GOOD,32,98,98
62,2019,76536,AVERAGE,32,55,93
77,2005,5220,GOOD,31,5,90
98,2005,66390,AVERAGE,30,21,98
50,2020,52631,AVERAGE,33,89,21
51,2014,5220,AVERAGE,34,52,92
68,2005,39982,AVERAGE,33,92,1
50,2014,5220,GOOD,30,40,53
88,2005,26271,AVERAGE,31,0,33
87,2005,5220,AVERAGE,30,14,98
51,2018,5220,GOOD,31,0,73
63,2014,8864,GOOD,31,56,98
90,2011,34109,AVERAGE,32,74,98
90,2005,31178,AVERAGE,30,32,0
58,2015,5220,AVERAGE,31,0,39
50,2011,20040,AVERAGE,32,0,98
84,2007,53480,AVERAGE,32,0,80
50,2013,20113,GOOD,34,23,0
74,2012,5220,AVERAGE,32,29,98
82,2019,29815,GOOD,33,46,98
50,2020,95830,AVERAGE,31,98,98
80,2017,53932,GOOD,32,25,98
77,2008,5220,AVERAGE,30,75,98
74,2005,9744,GOOD,33,65,71
55,2009,88767,GOOD,33,51,98
71,2012,99783,AVERAGE,30,58,29
50,2013,10043,GOOD,30,58,34
98,2017,16313,GOOD,30,0,58
50,2005,5220,AVERAGE,34,0,70
56,2013,5220,AVERAGE,30,0,64
57,2005,5220,AVERAGE,34,0,0
84,2014,75152,AVERAGE,33,20,75
53,2014,16930,GOOD,31,0,28
90,2006,57937,AVERAGE,30,0,74
73,2010,71926,AVERAGE,31,66,75
78,2005,52435,AVERAGE,32,0,73
50,2020,60289,GOOD,33,68,98
54,2020,66249,AVERAGE,31,46,98
71,2014,27327,GOOD,30,61,68
75,2006,99783,GOOD,30,26,86
50,2020,96487,GOOD,31,51,35
95,2006,80775,AVERAGE,30,27,25
50,2005,54173,GOOD,33,0,11
56,2009,20238,GOOD,34,50,85
98,2010,84341,AVERAGE,33,0,98
98,2011,46523,GOOD,32,0,42
50,2014,20871,AVERAGE,33,94,49
50,2005,5562,GOOD,33,98,71
76,2007,20698,AVERAGE,32,0,98
63,2005,5220,GOOD,34,31,83
50,2009,69923,AVERAGE,30,98,40
50,2020,93113,AVERAGE,31,12,92
97,2007,82103,AVERAGE,30,74,98
93,2012,23181,GOOD,30,94,0
98,2005,92359,AVERAGE,32,98,78
50,2012,5220,AVERAGE,30,98,76
58,2005,40940,GOOD,30,98,98
98,2007,48102,AVERAGE,31,9,0
98,2020,5220,AVERAGE,33,28,94
50,2005,5220,AVERAGE,31,98,98
50,2011,5220,GOOD,30,98,98
98,2013,99783,AVERAGE,30,63,66
71,2005,21149,GOOD,31,0,79
81,2005,6954,AVERAGE,32,34,41
98,2008,5220,AVERAGE,33,0,98
50,2005,75436,AVERAGE,32,0,98
98,2005,5220,AVERAGE,30,46,47
56,2011,5220,AVERAGE,32,15,71
50,2008,22146,AVERAGE,31,15,98
60,2014,99783,AVERAGE,33,90,65
50,2014,5220,AVERAGE,33,98,98
98,2007,68319,GOOD,31,74,96
98,2005,97993,AVERAGE,30,7,73
74,2005,87185,GOOD,33,25,71
80,2005,10111,AVERAGE,30,0,98
50,2011,5220,AVERAGE,34,0,85
50,2020,99783,AVERAGE,30,65,52
63,2009,64047,AVERAGE,33,98,98
75,2019,60151,GOOD,30,69,12
98,2009,37628,AVERAGE,34,76,98
77,2005,64947,AVERAGE,31,16,39
50,2005,48528,AVERAGE,30,0,64
82,2009,18886,GOOD,31,98,0
98,2005,99783,GOOD,31,51,84
50,2013,5220,GOOD,32,80,78
50,2008,37641,AVERAGE,33,51,60
57,2009,5220,AVERAGE,31,98,0
72,2005,49339,GOOD,34,98,98
70,2007,61504,GOOD,31,98,71
98,2014,5220,AVERAGE,30,0,27
53,2009,69617,AVERAGE,31,69,86
50,2010,5220,AVERAGE,34,51,22
60,2020,14517,AVERAGE,34,5,71
98,2005,91860,GOOD,31,65,98
98,2005,5220,AVERAGE,33,6,98
75,2014,27935,AVERAGE,30,0,64
68,2011,5220,AVERAGE,30,0,37
98,2020,24434,AVERAGE,31,0,59
81,2005,5220,AVERAGE,32,11,83
50,2010,5220,GOOD,33,0,63
62,2013,5220,AVERAGE,31,58,85
62,2010,5220,GOOD,30,0,98
50,2010,22011,GOOD,33,50,20
98,2005,56374,AVERAGE,31,15,98
64,2010,6876,GOOD,31,52,98
50,2009,5220,AVERAGE,33,57,0
50,2020,31173,GOOD,32,79,83
93,2011,20787,AVERAGE,30,49,29
56,2012,41474,AVERAGE,30,32,98
63,2005,30654,GOOD,34,47,98
76,2005,59973,AVERAGE,34,25,63
55,2005,71833,AVERAGE,31,98,98
98,2013,5220,AVERAGE,34,0,64
85,2005,5220,AVERAGE,31,10,31
62,2020,54590,GOOD,33,70,43
50,2005,75966,AVERAGE,30,66,98
50,2010,32016,AVERAGE,32,0,98
59,2005,83809,AVERAGE,31,13,76
67,2005,5220,AVERAGE,32,31,67
88,2012,18140,AVERAGE,31,27,90
86,2011,15693,AVERAGE,31,73,95
98,2005,5220,AVERAGE,31,8,42
64,2005,5220,GOOD,31,0,11
98,2010,57613,AVERAGE,32,39,98
91,2006,99783,AVERAGE,32,18,98
67,2012,99783,GOOD,31,3,53
65,2012,81119,AVERAGE,30,30,80
50,2014,37919,GOOD,30,61,0
80,2008,45092,AVERAGE,32,98,68
63,2008,5220,GOOD,33,21,52
97,2006,99783,AVERAGE,30,41,98
50,2014,5220,AVERAGE,32,49,26
50,2011,39474,AVERAGE,34,70,98
50,2020,5220,AVERAGE,34,77,70
63,2012,91381,AVERAGE,34,4,53
95,2008,5220,GOOD,30,0,98
81,2014,63548,AVERAGE,33,68,98
78,2020,81063,AVERAGE,34,24,64
50,2011,81620,GOOD,30,32,96
77,2017,59839,AVERAGE,31,0,60
98,2019,29948,AVERAGE,31,18,98
50,2005,99783,AVERAGE,31,98,59
98,2005,33261,AVERAGE,32,72,78
88,2005,5220,AVERAGE,32,4,98
50,2005,5220,AVERAGE,33,50,58
98,2005,35493,AVERAGE,30,0,84
98,2017,59830,GOOD,31,0,98
98,2015,5220,AVERAGE,30,0,98
98,2020,99783,GOOD,31,95,69
50,2008,5220,AVERAGE,33,7,55
50,2020,49916,GOOD,30,24,62
50,2015,5220,AVERAGE,30,19,71
51,2009,89282,AVERAGE,30,36,96
91,2010,70472,AVERAGE,31,9,98
52,2005,5220,AVERAGE,32,0,98
68,2007,58005,AVERAGE,31,44,17
82,2013,5220,AVERAGE,33,96,44
54,2009,99783,AVERAGE,30,0,98
98,2005,21914,AVERAGE,31,0,98
63,2014,29854,AVERAGE,30,57,30
62,2007,67478,AVERAGE,32,98,0
50,2012,90339,GOOD,30,0,98
98,2020,5220,GOOD,30,22,21
83,2020,99783,AVERAGE,30,43,16
65,2010,49816,GOOD,34,12,56
68,2006,7349,GOOD,32,0,98
56,2005,33211,AVERAGE,34,0,43
89,2012,46398,GOOD,30,27,16
92,2005,5220,AVERAGE,32,0,81
60,2005,80336,GOOD,31,0,98
91,2013,23039,AVERAGE,32,49,98
85,2012,67363,AVERAGE,31,3,82
79,2005,40818,GOOD,32,56,44
98,2007,92433,GOOD,30,5,98
67,2020,25507,AVERAGE,33,11,64
50,2005,22100,AVERAGE,33,55,79
50,2012,99783,AVERAGE,33,98,18
62,2008,99783,GOOD,32,56,98
98,2020,26393,AVERAGE,30,64,79
66,2006,5220,GOOD,33,0,98
55,2005,99783,GOOD,34,56,85
54,2005,99783,GOOD,33,59,75
50,2019,48163,AVERAGE,30,40,22
76,2020,58024,GOOD,33,68,84
65,2005,96485,AVERAGE,30,48,71
87,2005,99783,AVERAGE,34,88,98
60,2005,26830,AVERAGE,32,7,84
61,2020,5220,AVERAGE,31,19,98
83,2006,37445,AVERAGE,30,76,84
74,2013,5220,AVERAGE,30,0,91
77,2012,61135,GOOD,32,98,27
80,2006,99783,GOOD,32,63,98
71,2012,5220,GOOD,32,0,83
93,2020,5220,AVERAGE,31,21,31
52,2005,56952,AVERAGE,32,39,27
89,2009,5220,AVERAGE,34,34,64
54,2012,69899,AVERAGE,32,98,98
98,2013,11112,AVERAGE,30,33,98
89,2017,30198,AVERAGE,32,3,0
95,2020,88950,AVERAGE,32,29,94
82,2009,99783,AVERAGE,30,46,98
87,2005,68998,AVERAGE,32,49,97
86,2005,98894,AVERAGE,32,98,98
98,2020,75050,AVERAGE,30,18,50
66,2005,35190,GOOD,34,10,98
90,2019,27736,AVERAGE,33,0,98
50,2005,22008,GOOD,34,98,98
56,2011,5220,GOOD,30,94,43
58,2020,17569,AVERAGE,34,0,87
54,2005,23260,GOOD,33,60,58
53,2007,5220,AVERAGE,34,98,52
50,2005,25385,AVERAGE,32,81,63
56,2019,5220,GOOD,33,45,0
91,2005,57229,AVERAGE,32,0,98
98,2017,31212,AVERAGE,32,98,73
84,2016,47604,AVERAGE,32,29,98
59,2005,63118,AVERAGE,33,48,79
51,2020,5220,AVERAGE,34,98,61
67,2020,74664,GOOD,33,0,58
72,2010,5220,AVERAGE,33,24,69
74,2020,82862,AVERAGE,33,68,96
98,2005,5220,AVERAGE,31,59,25
86,2020,5220,AVERAGE,32,47,90
98,2013,75373,AVERAGE,31,44,98
78,2006,22503,AVERAGE,33,15,79
98,2011,99783,AVERAGE,32,98,64
92,2005,5220,AVERAGE,34,84,98
95,2007,27464,AVERAGE,34,9,70
72,2008,30156,AVERAGE,31,53,98
81,2005,5220,GOOD,31,0,94
55,2009,29572,GOOD,30,0,98
55,2014,5220,AVERAGE,33,3,74
52,2005,5220,AVERAGE,31,0,0
89,2012,28972,AVERAGE,33,0,76
72,2020,5365,GOOD,31,98,98
82,2014,20855,AVERAGE,32,0,92
50,2012,34796,GOOD,31,7,98
82,2020,44503,AVERAGE,31,12,61
73,2019,5220,GOOD,32,98,53
63,2005,71046,AVERAGE,31,25,84
70,2020,5220,GOOD,30,0,98
50,2012,42544,AVERAGE,33,29,57
52,2008,21882,GOOD,34,28,98
50,2005,5220,AVERAGE,30,0,50
87,2007,24059,GOOD,31,45,74
50,2013,5220,GOOD,30,34,0
93,2005,99783,AVERAGE,32,5,60
66,2005,5220,AVERAGE,33,98,98
95,2013,10067,AVERAGE,30,0,27
50,2005,74004,AVERAGE,32,52,0
85,2009,99783,GOOD,31,52,77
54,2007,46175,AVERAGE,32,44,0
98,2010,94216,AVERAGE,32,40,98
72,2014,67249,AVERAGE,30,91,58
67,2005,5220,GOOD,32,51,81
67,2006,47267,AVERAGE,33,15,51
94,2005,16014,AVERAGE,33,0,61
50,2013,86895,GOOD,30,1,37
81,2005,5220,AVERAGE,31,1,35
94,2020,15970,GOOD,32,62,46
60,2008,41282,GOOD,30,0,70
71,2005,82227,AVERAGE,31,54,14
86,2005,28965,GOOD,33,0,27
66,2009,5220,GOOD,33,5,98
71,2011,35562,AVERAGE,32,51,75
63,2005,20902,AVERAGE,32,28,24
50,2018,8063,AVERAGE,32,98,0
59,2005,5220,AVERAGE,31,25,66
98,2005,9932,AVERAGE,32,0,62
82,2012,5220,AVERAGE,30,22,98
53,2020,43821,AVERAGE,32,62,83
92,2010,64176,AVERAGE,33,81,84
62,2005,33091,AVERAGE,32,62,63
98,2020,5220,GOOD,31,64,51
57,2013,29199,AVERAGE,33,56,69
53,2010,5220,AVERAGE,32,0,97
93,2005,5220,AVERAGE,33,0,79
69,2018,99783,AVERAGE,33,67,57
50,2020,5220,AVERAGE,34,98,27
50,2016,37836,AVERAGE,31,0,98
83,2015,70729,GOOD,30,0,76
98,2005,80841,AVERAGE,33,0,98
68,2005,39310,AVERAGE,32,0,98
92,2009,5220,GOOD,32,98,0
50,2008,8219,GOOD,32,0,98
72,2012,73271,AVERAGE,30,16,50
50,2010,64810,AVERAGE,33,98,3
58,2005,62208,GOOD,32,98,98
70,2005,71149,AVERAGE,30,86,0
98,2014,50164,GOOD,30,0,59
98,2005,24940,AVERAGE,30,0,94
50,2005,5220,GOOD,32,66,98
89,2019,5220,AVERAGE,30,17,98
51,2005,39908,AVERAGE,34,17,77
65,2005,14576,GOOD,33,17,13
98,2005,5220,AVERAGE,30,0,76
98,2020,5220,AVERAGE,34,0,22
70,2020,81395,AVERAGE,30,53,26
82,2012,53496,AVERAGE,30,37,98
98,2007,32456,AVERAGE,30,22,98
93,2014,99783,AVERAGE,32,87,98
98,2005,23097,AVERAGE,34,0,98
67,2012,89192,AVERAGE,34,34,93
70,2007,60604,AVERAGE,32,11,51
66,2013,99783,AVERAGE,34,0,98
72,2013,20044,AVERAGE,30,61,98
83,2005,43532,AVERAGE,30,58,98
84,2005,5220,AVERAGE,34,4,0
61,2020,5220,AVERAGE,31,33,69
98,2005,28723,GOOD,30,20,98
67,2008,5220,GOOD,31,33,95
98,2007,5220,GOOD,33,39,87
52,2005,5220,AVERAGE,31,92,58
62,2005,29241,AVERAGE,32,54,69
98,2005,5220,AVERAGE,30,2,98
61,2009,28739,AVERAGE,33,12,98
50,2020,24104,AVERAGE,30,0,98
66,2006,5220,AVERAGE,32,4,98
50,2006,27663,AVERAGE,34,40,98
72,2005,5220,GOOD,31,46,85
58,2018,44734,AVERAGE,30,51,18
79,2015,5220,AVERAGE,31,50,98
98,2020,5220,GOOD,30,67,98
61,2020,58020,GOOD,33,33,98
87,2005,83277,AVERAGE,34,45,98
52,2019,29843,GOOD,32,0,98
66,2006,79161,GOOD,33,75,80
50,2020,99783,AVERAGE,30,98,81
55,2005,99783,AVERAGE,32,0,50
50,2009,5220,AVERAGE,31,0,98
52,2013,5220,AVERAGE,30,27,54
83,2020,5220,AVERAGE,34,13,59
51,2015,73903,AVERAGE,33,98,98
69,2010,96961,GOOD,32,24,80
85,2013,6513,GOOD,31,98,15
50,2006,95338,AVERAGE,32,44,31
96,2011,12307,GOOD,30,92,65
91,2018,37200,AVERAGE,30,26,90
65,2005,75538,GOOD,30,70,98
50,2006,99783,GOOD,34,0,98
88,2015,5220,AVERAGE,31,29,0
98,2005,5220,GOOD,32,47,95
98,2005,21608,GOOD,31,0,83
62,2007,5220,AVERAGE,30,55,98
81,2020,20462,AVERAGE,34,0,0
51,2011,5220,GOOD,32,0,98
53,2011,90376,AVERAGE,30,98,43
91,2005,20316,AVERAGE,31,0,0
50,2012,60261,GOOD,32,0,8
98,2015,5220,AVERAGE,33,52,98
76,2007,5220,AVERAGE,33,0,98
71,2005,5220,AVERAGE,32,47,14
98,2007,99783,AVERAGE,30,89,98
50,2020,38945,AVERAGE,31,0,78
60,2005,84263,GOOD,34,0,74
53,2005,33770,AVERAGE,32,79,62
86,2013,37820,GOOD,31,0,0
98,2017,42906,AVERAGE,31,0,42
62,2005,65618,AVERAGE,30,0,98
98,2020,99783,AVERAGE,32,66,98
98,2020,49206,AVERAGE,30,98,35
50,2013,19466,AVERAGE,30,64,55
56,2013,5220,AVERAGE,30,22,98
84,2011,5220,AVERAGE,31,28,0
56,2012,5220,AVERAGE,31,0,98
53,2006,5220,AVERAGE,31,71,30
98,2010,99783,AVERAGE,30,53,98
56,2007,5220,AVERAGE,32,15,78
60,2020,18389,AVERAGE,33,33,98
73,2005,99783,GOOD,34,6,65
50,2005,11336,GOOD,31,32,80
60,2005,54836,AVERAGE,30,0,63
83,2014,24065,GOOD,34,0,98
76,2011,22772,GOOD,30,0,59
98,2019,84202,GOOD,30,0,98
86,2014,32485,AVERAGE,30,0,83
50,2020,5220,GOOD,31,55,0
83,2005,5220,AVERAGE,31,98,63
50,2005,5220,AVERAGE,34,4,98
81,2005,88287,GOOD,32,0,84
54,2005,17931,AVERAGE,33,0,75
50,2013,5220,GOOD,31,33,98
54,2013,61297,AVERAGE,34,94,75
50,2008,12675,AVERAGE,31,63,25
96,2012,5220,AVERAGE,30,98,0
57,2014,99783,AVERAGE,31,98,85
70,2011,45742,AVERAGE,30,25,85
98,2005,95952,GOOD,33,27,0
50,2009,5220,GOOD,33,70,69
79,2005,57235,AVERAGE,32,2,98
79,2010,99783,AVERAGE,30,0,83
92,2011,5220,AVERAGE,30,0,42
89,2020,99783,AVERAGE,32,98,98
55,2012,39910,GOOD,33,0,58
98,2019,5220,AVERAGE,32,35,56
98,2005,5220,GOOD,30,0,0
86,2006,23247,GOOD,31,0,81
64,2006,96993,AVERAGE,30,98,98
50,2007,27165,AVERAGE,34,0,18
59,2011,5220,AVERAGE,31,0,72
66,2011,5220,AVERAGE,31,21,98
98,2009,5220,AVERAGE,34,39,98
50,2005,5220,AVERAGE,32,76,98
75,2020,5220,AVERAGE,33,0,0
57,2005,74359,GOOD,33,48,98
54,2005,39464,AVERAGE,33,71,0
50,2015,99783,GOOD,31,60,98
81,2005,5220,AVERAGE,31,4,98
98,2005,5220,GOOD,30,27,98
63,2011,80564,AVERAGE,33,84,0
50,2012,5220,AVERAGE,32,0,98
92,2005,5220,GOOD,31,96,79
87,2011,28676,AVERAGE,34,1,77
88,2005,99783,AVERAGE,32,68,53
55,2017,20965,AVERAGE,33,16,67
56,2012,13665,AVERAGE,31,96,16
81,2020,50067,AVERAGE,32,41,51
50,2012,26674,AVERAGE,31,9,98
98,2007,95132,AVERAGE,30,6,85
87,2005,80896,AVERAGE,33,91,98
78,2005,5220,AVERAGE,30,8,24
98,2005,5220,GOOD,31,57,98
77,2005,73079,AVERAGE,31,19,93
84,2005,28896,GOOD,31,0,98
54,2020,14689,GOOD,32,67,98
50,2006,5220,AVERAGE,34,67,98
92,2019,45589,AVERAGE,32,0,0
50,2020,5220,GOOD,34,86,62
50,2017,5220,AVERAGE,30,32,98
98,2009,46949,GOOD,32,60,98
98,2005,11029,AVERAGE,31,0,0
50,2013,40217,GOOD,30,98,43
98,2007,13427,AVERAGE,34,0,57
76,2005,95164,AVERAGE,32,11,36
74,2008,5220,AVERAGE,32,22,98
98,2008,5220,GOOD,32,2,98
98,2012,5220,GOOD,30,15,65
56,2009,26837,AVERAGE,34,7,72
60,2020,66862,AVERAGE,30,30,88
64,2009,99783,AVERAGE,31,98,98
98,2017,5220,AVERAGE,30,36,57
75,2017,15357,AVERAGE,34,98,69
57,2011,24169,GOOD,34,80,33
52,2020,23653,AVERAGE,31,0,79
91,2005,5220,GOOD,34,0,98
92,2005,35585,GOOD,34,98,98
62,2020,5220,AVERAGE,32,32,98
98,2005,5220,GOOD,32,0,76
73,2014,5220,AVERAGE,32,3,77
71,2020,76828,GOOD,33,26,98
50,2010,99783,AVERAGE,34,0,98
68,2005,99783,AVERAGE,34,0,98
73,2020,25363,AVERAGE,32,0,98
53,2010,99783,GOOD,30,68,0
98,2012,5220,AVERAGE,30,10,98
96,2005,21827,AVERAGE,31,0,98
73,2012,69803,GOOD,33,61,80
50,2005,5220,AVERAGE,31,66,0
98,2005,5220,GOOD,32,98,98
66,2008,5220,AVERAGE,34,63,1
51,2010,89765,AVERAGE,33,98,98
66,2007,57660,AVERAGE,33,98,65
50,2008,88156,GOOD,30,40,98
50,2005,99783,AVERAGE,32,17,24
71,2018,99783,AVERAGE,30,98,0
57,2008,46356,AVERAGE,34,4,98
50,2020,39516,GOOD,32,98,56
80,2005,5220,AVERAGE,30,40,28
50,2005,99783,AVERAGE,34,67,14
50,2011,53721,AVERAGE,34,16,93
54,2014,50692,GOOD,30,0,67
