AGE,NUMBER_OF_TRIPS,TOTAL_MILES_DONE,SPEEDING,SEATBELT,SAFETY_SCORE
46,535,677351,42,38,45
54,889,97380,46,67,45
36,993,529122,0,0,65
18,672,999370,10,74,51
31,993,999370,72,0,45
54,216,263240,31,21,73
29,13,422978,37,35,98
21,993,6478,65,52,90
18,354,6478,0,74,45
19,711,999370,68,70,45
54,484,538507,74,30,71
18,993,740090,37,2,45
52,424,999370,74,74,45
54,993,230009,11,51,67
30,130,427677,0,44,45
46,479,606121,15,57,84
30,651,282160,71,74,56
48,556,735694,15,20,64
49,443,704321,53,0,77
18,13,6478,21,54,51
40,118,354177,0,20,45
18,367,642539,55,74,98
31,643,51481,53,46,45
18,547,198913,45,74,64
18,825,9032,40,0,76
30,909,433205,54,74,45
54,377,539212,0,74,45
22,993,932167,38,24,48
18,203,223899,0,70,69
18,98,214187,53,69,59
47,445,392436,55,74,45
46,522,77436,0,74,45
54,324,6478,12,63,87
43,719,201344,59,74,61
18,993,972521,74,16,45
45,993,325533,55,59,69
54,993,6478,42,63,98
46,270,6478,35,41,94
44,676,429191,72,46,60
54,893,115602,53,74,76
31,414,409089,50,74,45
54,336,595955,6,68,45
42,669,842980,66,48,88
54,993,6478,27,74,62
46,306,999370,23,74,45
41,289,132781,26,74,45
18,993,119151,74,23,45
41,993,6478,74,65,45
26,963,6478,6,74,45
47,993,165722,29,0,45
47,134,366075,58,74,88
45,55,523182,49,74,97
44,67,999370,34,74,59
49,29,23848,7,74,98
18,440,6478,27,74,45
20,359,252245,74,62,77
51,471,471264,0,68,45
50,649,627216,16,74,45
31,13,999370,21,74,45
18,500,141711,58,69,54
54,993,946072,74,70,82
54,24,554231,7,36,46
18,342,6478,46,74,92
53,104,305641,12,9,62
43,131,942177,50,3,69
54,298,216145,60,55,76
33,993,265935,74,36,57
33,13,357707,33,37,75
40,13,612189,26,74,61
18,13,518974,43,74,76
54,993,6478,35,74,98
54,993,681502,71,74,74
32,682,6478,61,0,45
44,13,6478,0,30,66
33,993,6478,19,74,45
46,333,999370,32,8,45
33,13,972624,23,4,57
38,792,6478,74,74,98
54,665,229164,74,74,70
46,261,318095,0,74,71
36,541,511488,14,74,45
18,810,665241,64,74,79
30,993,405108,52,74,62
43,198,127381,74,37,64
30,271,999370,0,66,45
18,408,440794,3,74,98
54,993,667625,74,0,45
34,883,500596,39,38,45
47,13,541499,0,52,79
18,700,734622,0,22,45
21,461,999370,0,74,45
32,61,82668,23,74,98
18,13,726342,72,48,98
37,290,95862,0,74,98
54,164,195190,1,74,67
18,993,241838,19,32,61
47,993,177184,74,74,63
18,993,853509,64,74,45
54,416,6478,71,0,46
47,993,827531,50,74,63
49,993,759829,74,56,60
54,443,6478,66,74,98
31,172,41470,24,74,81
18,219,320284,65,61,53
18,13,950615,24,72,77
45,283,329933,0,74,51
54,463,568851,38,14,45
41,676,108546,44,74,78
54,993,6478,12,61,45
18,475,566630,14,0,68
43,643,6478,51,74,55
44,316,6478,8,35,46
54,712,6478,0,56,68
31,539,418461,47,0,76
18,344,430479,36,60,45
19,150,201837,38,0,45
54,403,707184,44,74,45
54,13,701467,36,74,45
18,993,395092,74,71,61
35,13,389706,39,0,45
18,169,341155,0,60,54
36,876,708879,7,2,50
54,267,265097,35,0,98
32,585,708224,0,0,45
36,993,426850,0,0,53
48,587,748501,31,74,45
54,993,439411,74,74,45
42,828,185097,70,59,45
54,399,8946,64,70,98
54,577,117560,35,39,98
18,301,999370,12,61,98
25,993,999370,66,36,51
54,661,247739,39,0,58
43,993,614223,74,0,98
50,728,522659,42,64,62
24,734,999370,51,37,45
39,60,283280,0,74,55
40,755,832930,7,44,70
42,13,92617,0,71,58
24,440,429839,13,64,62
39,642,569406,0,69,45
18,63,361461,38,69,90
48,556,175679,49,74,68
18,13,999370,47,31,67
54,164,6478,29,74,45
18,131,594106,63,0,45
48,993,999370,71,0,46
48,993,6478,39,18,47
53,993,219677,53,25,74
18,43,692981,6,0,45
54,375,6478,22,74,60
32,386,86588,37,0,81
26,45,65438,43,74,45
45,993,6478,47,42,45
44,13,6478,32,37,53
54,993,367717,29,0,79
28,993,515284,0,74,46
40,13,291404,49,74,60
43,13,999370,22,73,45
36,894,403596,34,74,45
46,13,272700,49,74,98
54,31,833534,34,0,98
19,57,71258,15,74,45
18,45,700152,52,10,45
54,619,6478,74,74,55
54,832,709255,41,74,62
54,149,6478,29,58,54
40,928,6478,0,74,45
41,839,389164,61,4,74
47,993,6478,68,61,76
54,98,670270,36,74,45
24,993,6478,0,74,98
36,462,654585,34,74,72
18,65,999370,10,29,61
21,201,502853,0,74,45
18,91,63145,47,30,45
47,993,6478,54,60,52
18,77,211376,0,74,98
19,13,726859,22,73,45
54,553,999370,42,60,98
53,13,335778,20,63,61
54,993,6478,50,25,45
52,191,348548,23,74,45
54,13,323006,51,74,53
25,512,717648,49,53,66
29,13,564158,0,28,45
44,993,913999,45,24,45
36,993,301132,26,42,98
18,625,36232,54,24,95
35,188,386902,12,63,45
52,234,6478,67,74,98
32,152,999370,0,74,65
28,725,734018,74,30,60
23,13,367144,51,39,45
41,581,6478,46,72,54
39,632,412287,7,20,45
27,215,128478,7,74,45
47,13,344311,48,0,45
46,604,17376,0,74,45
39,205,628468,33,49,51
18,122,999370,27,74,49
49,735,223819,71,51,57
19,327,96210,24,17,63
37,199,520177,12,7,45
40,848,203420,27,56,65
54,13,303590,59,74,89
31,276,637900,40,74,45
34,218,669705,33,42,45
37,336,306225,37,74,58
45,13,490390,0,70,49
54,501,248249,14,74,95
29,703,759743,0,74,45
21,993,732241,72,70,69
45,13,6478,61,73,98
40,424,549393,0,74,61
45,700,171715,25,74,76
36,668,315282,49,24,65
47,172,404474,66,33,52
47,993,559098,26,74,76
54,734,452906,73,0,98
54,13,261728,0,43,66
31,13,538783,74,55,77
50,107,520727,20,53,45
18,229,974007,16,0,45
44,993,999370,74,74,66
48,29,999370,74,63,72
54,579,422936,0,31,45
30,483,49499,17,64,61
20,13,671908,74,52,45
47,13,268046,30,42,77
37,222,6478,0,61,80
33,309,525601,0,0,48
33,410,292798,65,74,45
54,630,6478,41,41,51
23,516,572591,10,74,57
54,993,145647,0,74,74
48,597,167462,0,51,79
40,414,48238,32,74,45
54,993,124282,47,74,69
36,498,618541,74,68,57
47,936,155465,30,60,45
18,249,788156,21,52,45
48,13,680386,30,66,73
54,993,6478,34,74,97
54,13,6478,14,74,69
18,619,650992,50,74,62
35,366,120301,40,9,61
18,993,765875,55,67,45
43,13,459228,27,0,45
54,993,23310,16,74,45
38,13,612801,0,37,45
54,554,297458,33,18,45
48,13,705897,25,74,45
52,667,775479,42,11,66
29,993,716930,74,50,45
54,13,644312,7,62,45
47,993,999370,43,48,51
54,810,344167,33,74,45
37,128,78431,39,74,78
54,787,423333,0,36,45
18,993,6478,73,74,78
18,657,603536,57,67,45
43,159,318937,14,74,98
18,118,324055,56,69,98
54,993,622896,35,17,46
36,831,151619,0,36,45
54,993,531402,49,49,60
36,993,6478,26,74,45
54,60,495698,1,74,45
45,693,999370,34,17,46
41,398,353013,45,20,64
18,88,6478,46,74,64
54,318,679255,22,60,74
32,299,879624,72,26,45
54,115,6478,43,74,45
41,208,999370,0,74,45
34,932,999370,46,31,55
36,59,6478,74,74,45
18,239,644921,74,70,50
37,993,659422,33,74,83
41,373,506028,32,49,45
32,13,676967,6,74,45
18,527,505106,0,74,72
18,13,429955,12,27,46
47,167,470075,23,74,53
27,514,6478,64,74,68
23,48,254847,43,74,72
35,993,253553,74,55,62
36,36,711550,9,33,45
40,986,6478,0,74,73
18,13,726191,0,69,45
54,680,999370,60,44,45
41,721,6478,69,74,98
46,383,6478,0,53,45
18,993,999370,54,74,98
38,695,6478,48,74,98
54,916,317283,0,71,45
37,710,698098,74,74,45
41,718,151133,0,74,49
48,261,424346,53,0,82
38,182,6478,41,74,71
54,353,6478,33,70,67
54,13,712306,5,12,68
54,599,999370,4,22,67
36,685,513273,73,0,45
44,993,297885,33,23,63
32,457,6478,26,74,96
25,677,999370,0,74,45
26,837,214801,74,74,61
18,365,118154,74,60,61
44,624,250118,41,31,55
21,993,999370,50,39,45
45,376,999370,45,16,60
49,13,173049,51,74,45
21,993,140458,30,0,45
41,13,647542,33,0,75
52,194,97858,26,74,52
52,238,578199,6,63,48
54,738,941954,21,54,46
54,29,815894,74,63,72
30,956,533233,17,62,45
48,704,243988,64,0,59
20,993,999370,61,57,45
34,497,6478,37,74,48
44,13,594303,0,74,45
18,358,6478,0,74,45
18,165,999370,24,20,98
25,13,997608,25,34,62
54,548,220280,52,44,61
35,57,6478,0,29,45
18,993,6478,74,68,45
40,993,196040,0,74,92
39,13,999370,0,41,47
54,13,307868,43,51,86
20,280,699704,22,39,56
34,347,368168,27,74,45
18,52,399871,16,29,72
40,13,405519,9,38,62
48,670,740161,53,42,45
18,607,999370,0,74,45
50,130,350190,10,56,45
54,840,202868,22,44,64
47,174,6478,44,57,62
28,976,999370,60,74,66
38,428,353665,16,74,89
28,993,928950,40,74,45
54,403,160509,39,74,98
18,471,98402,52,56,71
20,158,719362,0,66,45
28,627,492427,48,74,45
18,13,6478,28,49,45
38,152,6478,0,74,71
31,933,573420,0,74,60
30,653,999370,0,31,45
47,73,129515,21,69,66
40,776,120926,52,74,72
44,993,729890,74,26,73
48,317,34043,26,68,54
45,604,169130,68,54,45
18,143,999370,13,4,45
32,13,704557,65,0,66
48,785,450162,74,36,45
54,288,704908,61,28,98
45,993,325389,74,74,94
44,691,999370,37,74,54
18,13,999370,0,46,86
36,739,999370,30,50,62
26,13,999370,0,44,45
18,19,999370,56,3,45
31,993,429859,0,7,67
18,802,710126,16,59,45
29,319,6478,10,0,45
43,842,708557,32,27,61
36,188,676996,11,42,77
31,63,539647,51,48,98
51,77,620820,34,59,73
25,13,557065,33,74,93
54,13,72306,43,72,98
41,42,74584,0,43,63
21,253,104007,0,41,64
48,124,6478,29,74,70
45,548,639001,50,26,94
54,61,508432,21,74,98
44,307,698215,74,0,45
41,13,6478,0,74,62
47,98,664626,8,74,61
54,34,285531,6,57,77
53,248,103379,0,67,65
28,13,172099,8,70,45
24,993,230749,10,59,53
24,993,943551,74,0,55
41,82,954806,9,74,45
54,198,757291,39,74,57
42,970,590108,51,33,45
53,557,941197,54,70,70
35,993,427456,72,57,45
54,993,999370,8,50,85
18,13,567335,69,58,45
54,13,437384,0,74,52
18,461,230536,21,44,86
54,194,266947,34,59,51
38,380,730861,0,61,45
44,538,999370,37,42,63
34,993,593141,74,73,76
47,13,577659,0,74,49
52,74,235323,0,74,66
40,719,348643,41,74,63
54,232,76290,9,74,74
39,13,192987,74,74,53
53,13,174846,0,74,51
36,993,999370,73,13,45
41,993,313238,36,74,60
37,13,71954,0,73,84
54,187,186840,38,15,57
38,788,423131,32,31,45
43,197,546452,10,0,45
54,993,925588,26,0,62
54,863,712117,70,65,51
54,453,553728,10,6,47
54,993,6478,13,74,66
34,13,575369,10,62,45
18,742,77676,13,37,46
54,575,160415,74,0,45
36,330,999370,29,57,76
52,613,433904,70,35,45
54,13,6478,0,58,45
33,889,239815,16,74,56
54,529,892498,30,66,77
46,857,145752,32,0,73
43,337,6478,42,62,59
19,563,999370,25,29,98
54,376,267410,30,74,78
42,13,908784,23,0,78
54,571,180508,55,0,70
54,13,175795,6,74,45
48,993,195405,0,31,45
23,13,477044,0,47,45
41,13,999370,17,52,45
37,993,999370,74,4,45
37,304,895358,27,74,65
31,418,866283,0,42,61
18,235,646628,21,74,68
42,13,6478,0,45,80
32,223,93580,8,1,45
18,459,362315,39,64,78
46,183,685154,20,59,45
47,811,6478,74,68,98
33,13,242129,13,4,86
37,853,6478,74,69,92
51,282,555163,72,74,98
21,477,6478,14,74,46
41,681,344371,21,74,45
53,562,598570,25,0,45
42,242,136593,16,42,45
31,171,821146,52,74,67
18,69,118305,34,4,48
54,205,6478,59,74,55
46,116,319274,0,12,84
54,64,236877,29,74,77
18,13,999370,51,48,66
48,341,999370,49,74,57
39,486,6478,0,74,46
53,880,68711,50,31,45
29,233,230035,8,74,70
31,607,608183,6,74,47
27,13,999370,35,74,57
42,993,6478,67,74,54
54,361,617863,36,0,45
32,395,638733,49,68,69
32,694,512919,55,71,45
54,378,175544,0,74,98
25,993,185635,0,74,76
47,37,999370,0,67,68
54,993,6478,7,74,74
50,993,649683,72,39,45
18,13,911671,0,74,50
38,445,202478,63,71,72
53,13,999370,50,40,45
32,312,538544,66,74,79
34,440,499383,0,59,45
54,13,6478,7,73,45
31,599,999370,26,29,56
44,993,999370,38,0,45
43,13,94351,26,52,45
48,993,501216,56,46,45
31,993,383896,71,36,68
34,347,269012,16,74,98
18,177,176432,19,74,72
24,548,166180,45,35,45
18,585,6478,0,74,98
54,905,999370,0,74,45
26,611,440102,10,74,45
42,397,6478,20,74,45
44,767,987536,1,74,68
54,722,290362,30,72,67
18,564,999370,39,0,45
54,388,345429,0,42,56
48,993,509609,9,70,50
54,968,72463,18,74,45
18,993,999370,46,48,72
18,142,686043,24,21,64
54,209,6478,22,74,54
35,193,608544,53,0,45
18,641,195084,63,74,72
27,267,576458,30,0,45
30,803,588185,11,53,46
43,957,75988,74,73,98
32,651,588102,10,38,45
54,175,207657,0,74,45
39,334,999370,24,68,51
42,993,599449,18,26,82
43,695,6478,46,72,45
31,44,999370,0,74,98
26,993,6478,55,70,69
54,13,6478,27,74,76
27,558,999370,0,74,45
54,672,6478,35,74,58
18,13,850782,1,0,71
18,993,999370,50,56,45
51,434,96066,13,43,84
38,13,999370,44,0,74
37,993,732402,25,24,45
29,441,999370,0,74,57
45,290,6478,36,4,62
36,170,6478,13,72,56
20,115,325110,10,26,54
34,993,999370,74,26,48
42,464,6478,33,6,76
35,966,710705,60,37,63
48,105,477609,0,74,68
45,949,457660,35,27,45
54,13,533867,72,0,98
42,13,719349,24,44,48
45,993,481795,61,74,45
35,993,70897,74,74,68
46,288,736046,62,0,71
31,582,345902,56,0,71
51,321,529510,45,29,45
18,239,6478,38,74,64
22,802,999370,13,0,45
54,13,6478,26,54,57
32,149,6478,0,74,45
54,692,98334,6,69,51
54,271,642215,20,48,55
39,208,688674,41,68,45
54,13,999370,74,68,69
44,993,778629,0,0,49
53,489,423209,29,22,73
25,993,6478,49,13,45
18,993,224870,24,59,96
44,13,391785,74,51,49
22,124,710930,17,71,45
51,13,115365,34,62,98
49,342,728669,25,74,68
47,86,6478,47,74,45
42,521,677558,0,74,98
41,655,730410,43,0,58
18,650,999370,56,39,78
39,570,670369,0,74,45
54,209,693080,36,40,69
43,179,225458,22,58,45
54,620,270545,40,74,45
54,414,608258,65,0,72
29,23,6478,32,67,45
53,329,263889,52,62,45
23,993,6478,68,8,64
35,613,368201,26,26,46
43,914,184859,16,74,51
41,993,578311,33,16,89
18,234,921076,8,68,45
54,993,6478,53,73,53
43,474,109801,33,74,70
43,781,6478,0,73,45
43,100,6478,24,72,45
18,945,467181,32,57,45
54,622,112107,40,52,59
54,760,771135,49,17,98
33,492,444184,74,74,50
54,141,74670,14,48,45
42,404,724202,66,74,84
48,287,6478,50,74,45
54,993,416242,56,45,50
43,800,999370,58,48,60
47,993,861250,53,0,45
54,993,6478,48,18,45
22,13,6478,0,74,45
29,13,347141,11,49,68
29,993,447377,44,74,66
41,13,999370,34,69,69
47,993,6478,54,36,45
18,221,312905,30,41,54
49,13,574089,57,22,45
18,993,123009,50,74,45
46,354,627972,0,74,45
54,769,999370,32,74,63
51,768,321997,10,33,45
48,13,999370,8,0,77
47,801,6478,19,68,45
54,108,565316,0,70,45
41,775,999370,27,50,54
18,33,811919,4,66,54
24,993,353275,25,74,64
41,260,106406,37,74,62
29,307,340718,63,74,98
46,648,734842,74,0,45
44,993,699094,49,0,62
30,13,477516,15,74,45
27,382,999370,11,74,45
18,687,342079,33,74,45
31,13,6478,0,74,79
54,47,217004,61,9,60
37,13,999370,0,74,45
39,717,999370,62,13,45
18,241,366109,0,74,45
18,554,999370,47,74,89
18,117,6478,0,53,60
43,507,167784,12,74,58
28,686,24661,74,27,75
45,498,646667,35,56,76
18,191,369213,74,74,70
33,13,660623,20,74,74
26,13,999370,63,6,45
18,13,999370,26,69,80
23,366,543739,64,0,45
48,993,6478,55,70,79
18,198,857882,54,50,62
39,13,30600,0,74,66
50,81,632977,15,0,45
40,563,999370,46,63,61
35,671,481518,30,56,49
38,13,505003,44,0,63
18,215,744665,5,74,81
43,993,667833,74,38,45
52,456,685220,38,74,45
19,378,308106,11,74,50
37,964,269302,74,74,45
54,993,6478,43,66,56
40,13,6478,0,74,74
54,73,999370,20,1,45
54,639,236314,27,0,67
54,13,61275,70,25,68
54,525,176150,0,61,45
54,958,790033,67,74,62
47,993,379233,0,73,64
39,993,233871,49,16,45
27,993,182966,47,74,72
54,36,555492,0,15,48
54,993,158808,23,33,45
18,993,378233,0,74,62
54,13,6478,39,70,45
48,508,821259,73,29,75
18,13,999370,0,4,45
18,711,95615,74,66,67
46,993,810463,27,39,52
54,993,999370,10,74,57
54,993,999370,41,74,74
52,41,109425,12,74,45
18,312,950981,24,69,45
18,13,999370,28,40,98
41,433,180456,7,0,69
33,680,6478,26,74,62
54,13,412048,0,48,58
54,631,484069,23,1,47
41,804,530597,0,74,45
54,437,929308,36,42,71
54,762,6478,56,0,54
39,472,694136,2,22,48
28,168,565981,25,74,46
36,677,561589,50,39,70
54,13,838534,26,74,98
54,31,981489,10,73,47
54,275,587272,45,31,55
48,599,172590,0,74,75
30,142,394141,8,74,74
18,111,214506,0,32,98
40,326,365435,0,68,56
54,13,723146,25,57,51
43,677,577234,7,74,45
47,993,858748,66,27,45
34,993,999370,65,52,98
54,993,371092,74,74,64
24,397,6478,41,3,45
54,101,357468,48,48,45
54,808,157281,0,68,45
54,735,75546,49,35,98
18,993,522911,0,74,45
40,993,999370,53,74,76
36,178,389467,9,0,45
36,144,74046,7,34,45
44,137,125474,0,74,98
37,94,121814,8,45,45
32,348,559196,43,42,45
52,669,6478,61,42,66
30,521,509636,0,0,98
44,335,632735,74,74,98
52,364,735995,0,46,45
18,475,999370,0,21,68
28,343,6478,17,0,45
54,288,178529,61,19,45
33,24,999370,23,69,45
44,993,681106,52,0,69
45,527,542717,74,70,78
48,739,6478,49,70,58
46,13,6478,58,0,52
38,962,437067,44,74,45
37,13,784257,24,44,91
30,40,613425,6,51,62
47,993,897806,71,34,45
43,518,550762,74,74,62
20,841,617050,0,74,62
44,928,565778,27,13,45
36,83,343963,20,74,89
50,700,209033,23,66,45
54,983,249537,13,74,61
48,355,634403,47,41,98
54,13,661438,0,47,87
54,13,6478,2,74,45
18,13,585125,23,57,60
42,13,692793,50,9,45
54,269,236402,40,71,45
47,993,277907,16,71,64
43,679,6478,0,74,45
33,37,59199,10,74,45
25,866,6478,25,44,45
36,511,768581,23,74,45
44,993,964179,0,74,90
24,124,358142,20,44,45
18,891,652999,70,0,62
18,185,6478,10,74,60
36,13,548536,14,16,98
52,243,390457,10,74,45
39,253,335329,39,74,60
44,711,999370,2,12,45
31,436,753981,0,74,73
46,947,489524,0,47,77
54,993,6478,16,35,61
42,181,6478,0,0,45
18,669,604239,46,27,63
54,993,211372,0,74,45
47,993,999370,42,74,45
42,993,191399,50,74,45
47,993,999370,27,72,45
36,993,668280,17,74,62
53,637,203156,40,74,77
30,993,195620,45,45,73
54,146,279186,51,35,45
33,993,249504,43,44,45
54,162,999370,0,24,55
37,993,353327,43,74,45
48,13,839069,74,0,68
54,728,999370,74,0,57
54,993,168756,17,74,53
18,993,342299,35,61,73
18,570,371971,3,0,45
47,13,472149,0,74,75
50,486,123307,30,74,51
48,921,166648,26,38,61
18,993,731080,67,44,45
54,13,6478,6,74,45
28,365,6478,32,20,73
44,857,290275,17,70,45
46,445,227333,18,74,88
43,968,6478,13,72,45
45,40,613400,29,74,45
43,993,999370,38,22,72
54,993,248746,30,73,45
54,993,105809,43,56,98
48,536,528086,45,68,45
54,694,806387,45,0,75
47,79,202097,5,74,50
18,165,706442,27,74,98
46,459,595343,67,60,98
19,13,615477,0,6,45
54,13,236726,68,74,78
45,234,6478,13,74,68
46,566,284023,14,74,64
18,202,696383,69,73,45
54,946,216642,70,57,94
18,110,430584,26,74,45
44,993,520036,74,31,45
54,302,595161,51,13,60
33,993,94821,7,50,64
54,697,843998,15,43,45
46,773,215635,20,62,45
53,903,999370,21,9,65
30,459,999370,74,65,45
47,591,414586,15,35,45
31,993,269694,17,41,45
53,993,650958,19,0,60
24,13,999370,61,63,45
49,338,986781,51,74,83
54,901,17398,48,47,64
18,993,602085,74,72,62
47,993,786896,8,62,45
37,993,999370,49,42,64
40,450,999370,29,27,45
54,648,555921,11,22,45
19,101,730146,0,27,54
53,218,6478,17,61,97
18,101,6478,0,74,98
39,771,452329,31,72,45
35,993,683142,67,51,45
41,993,269480,67,25,73
35,315,494658,72,9,98
41,993,167255,56,35,67
40,13,999370,42,0,57
43,993,999370,50,74,45
31,993,731185,74,61,63
44,993,634995,74,64,54
54,409,6478,40,74,51
46,332,238061,3,73,97
34,993,552153,28,69,45
30,637,999370,74,0,64
43,993,440167,74,41,61
40,154,189623,40,72,45
18,993,496510,18,74,65
18,993,999370,51,41,93
46,928,6478,56,44,45
18,993,713127,8,53,98
31,222,442325,0,64,97
18,218,999370,23,33,45
54,234,6478,13,74,62
18,792,651851,72,67,45
25,532,667002,8,74,45
38,735,6478,33,74,98
54,113,6478,15,74,45
54,183,563173,0,74,49
37,518,6478,74,31,77
46,87,570234,8,39,55
32,496,370497,10,60,45
42,13,98481,31,74,63
40,571,215530,27,74,45
34,794,460460,8,0,66
18,993,702684,53,0,45
36,178,463442,41,68,45
49,105,367492,0,73,45
45,13,358148,34,74,77
26,13,6478,0,74,45
32,993,721689,55,25,45
41,44,864755,0,0,45
35,666,240187,0,9,62
41,342,395360,8,74,45
36,993,644611,74,28,76
18,687,6478,65,74,63
47,993,720135,5,0,64
33,633,211184,18,74,60
18,13,725538,22,48,45
23,13,600752,72,62,68
54,13,6478,35,74,73
18,272,132913,28,74,95
46,817,583479,30,57,60
47,13,435069,10,34,45
45,708,188787,35,0,45
39,431,387480,18,62,64
30,646,999370,68,65,45
54,993,726750,58,68,57
43,13,6478,7,58,66
38,993,268692,10,11,92
54,205,397076,11,74,45
54,917,6478,46,74,88
47,13,400738,72,71,98
54,113,994243,68,74,63
48,570,604685,55,0,91
54,993,965202,30,0,45
54,13,290178,54,0,98
44,581,735801,74,0,45
45,993,6478,0,74,45
24,13,560139,37,60,45
51,700,667886,51,0,45
34,464,510167,49,74,45
44,13,301266,0,35,98
18,13,6478,25,72,84
18,121,999370,9,0,45
42,443,583476,18,3,45
54,13,290096,0,72,63
34,380,277520,74,73,45
38,404,267193,59,74,75
18,281,552019,61,74,86
54,180,725100,44,43,45
36,993,383433,54,74,85
35,456,559198,34,50,45
54,300,716694,58,50,98
39,225,483783,36,74,70
54,41,121532,7,25,45
33,993,356573,12,69,94
30,993,773352,51,0,45
54,268,6478,0,73,45
37,993,999370,14,60,45
38,13,477507,8,54,45
54,50,345903,64,74,45
30,78,6478,27,74,53
38,993,140743,42,69,51
44,107,6478,16,74,79
54,516,6478,49,74,48
47,412,223670,68,68,45
54,993,22057,7,74,55
54,993,286623,47,74,45
18,826,154174,7,20,45
43,658,6478,74,61,98
39,850,999370,18,63,65
20,993,999370,47,74,55
46,993,637797,30,19,47
42,631,652800,0,68,45
54,491,306820,0,0,47
48,207,6478,0,73,98
46,197,987363,14,74,45
45,125,6478,31,74,72
45,566,6478,0,74,45
18,321,6478,0,68,45
18,13,294681,51,74,45
18,405,601674,43,35,93
18,13,673586,0,74,45
21,993,673519,74,74,45
44,251,362675,6,55,45
45,301,6478,39,74,45
18,227,112863,7,74,84
36,783,321796,74,74,77
43,13,430897,10,40,65
54,13,131317,13,74,74
26,194,194760,29,74,67
54,13,254623,46,74,98
41,13,430704,18,69,49
18,13,6478,0,74,70
54,993,476833,69,74,73
18,712,662428,18,67,98
54,679,999370,39,72,61
44,829,615423,50,74,57
46,13,996575,44,0,45
54,993,183018,67,36,98
21,198,668546,7,74,45
54,345,354279,0,73,80
54,993,74092,30,74,45
31,269,315179,0,62,97
54,490,89229,14,0,45
54,13,106590,55,74,77
20,314,362673,0,36,45
54,13,647920,40,14,45
46,509,999370,71,53,45
43,993,583467,34,46,45
38,279,534911,27,0,84
42,879,512372,74,74,71
26,634,999370,0,47,45
24,13,474491,29,74,95
44,13,534753,34,35,45
54,137,6478,21,74,45
18,13,918745,0,74,98
27,677,698339,23,74,45
44,993,999370,21,0,45
18,154,795787,31,74,45
41,13,173494,30,74,64
18,56,999370,44,0,61
54,993,78624,60,74,73
54,993,999370,44,0,68
37,925,83318,0,34,45
18,993,179519,33,74,45
54,993,680816,48,43,72
35,76,356350,7,71,45
28,620,6478,3,74,70
29,13,6478,0,74,80
54,13,999370,37,49,45
54,213,876565,32,74,66
33,993,987333,27,22,98
43,976,166000,0,74,65
50,589,900655,41,74,96
48,13,6478,30,42,65
48,114,6478,74,21,45
54,980,240341,50,25,98
40,412,441181,0,35,65
47,552,204481,74,67,70
46,13,632909,9,31,60
40,958,6478,0,0,45
53,850,732115,41,22,45
35,993,999370,0,61,45
51,956,394821,23,53,71
38,521,6478,40,71,74
48,993,106872,2,74,46
41,243,6478,69,71,45
36,119,129379,10,74,45
54,102,999370,64,48,45
30,413,265345,29,44,54
54,13,127593,57,74,98
42,499,16470,0,62,45
47,185,350829,21,16,57
24,727,197933,50,74,96
35,469,6478,71,74,60
54,387,497627,63,69,74
45,333,314351,0,37,62
46,13,264837,6,74,45
54,993,6478,43,74,64
18,618,846789,57,40,94
54,295,121035,10,25,66
48,324,303951,35,36,45
28,479,999370,0,74,76
40,13,6478,54,74,45
32,718,6478,74,74,70
32,105,680106,17,0,76
54,271,6478,8,74,45
47,993,6478,36,0,45
42,116,176758,0,0,45
31,13,604795,44,74,54
23,13,999370,0,69,60
32,105,441317,7,72,98
33,50,682631,51,0,85
18,993,999370,59,0,65
18,257,672088,24,74,45
19,13,413825,0,53,45
35,13,999370,4,70,98
34,588,88775,0,74,45
18,94,325283,47,74,62
45,692,195881,31,54,68
54,117,999370,56,26,73
18,993,632920,47,21,84
54,13,6478,0,64,63
48,993,914893,58,74,54
54,149,6478,0,74,70
32,993,468153,52,5,68
18,13,999370,37,52,72
48,567,719878,29,74,98
54,738,195073,44,0,45
41,993,556064,74,74,69
35,123,224079,47,62,57
54,252,255146,0,73,51
48,240,141232,72,74,98
20,13,610612,3,44,65
27,390,445278,0,74,45
43,709,465598,65,54,88
32,824,724379,52,3,45
52,13,6478,0,74,46
54,212,6478,29,46,63
42,594,717339,43,56,68
38,141,564655,35,74,45
46,18,6478,24,8,72
39,548,999370,73,36,98
54,490,140929,48,74,45
18,592,122603,17,42,48
20,282,656472,2,59,57
54,13,276007,42,62,64
26,965,89729,17,74,67
37,13,867564,0,57,45
46,503,954184,63,74,73
30,177,689542,31,49,45
47,993,913094,74,0,45
49,993,482764,24,74,48
46,348,592715,33,2,98
42,993,313515,20,37,76
43,581,999370,0,74,98
28,993,310580,25,39,77
52,260,384256,65,74,74
33,993,703976,66,49,45
54,659,244516,40,14,77
54,617,424572,26,0,45
39,870,531951,57,0,48
26,466,616279,47,74,56
54,993,64886,19,60,74
54,993,427360,33,71,45
21,209,321327,67,71,45
48,13,589365,42,0,66
35,296,192148,0,0,74
21,993,722065,69,0,84
32,13,465366,28,31,59
18,588,496214,51,74,78
34,799,584208,16,28,45
18,970,667072,0,30,45
29,13,6478,0,74,45
19,344,105690,19,74,45
46,247,704497,74,74,45
44,253,525033,13,67,45
50,13,984210,11,74,45
27,635,999370,33,74,52
30,993,6478,38,54,45
18,364,433349,70,74,54
54,13,6478,26,74,53
